PUMFID,LM_30,LM_35A,LM35BCDE,LM_35F,LM_35G,LM_40,MH_05,MH_15A,MH_15B,MH_15C,MH_15D,MH_15E,MH_15F,MH_15G,BH_20A,BH_20B,BH_20C,BH_20D,BH_20E,BH_20F,BH_20G,BH_20H,BH_20I,BH_20J,BH_20K,BH_20L,BH_20M,BH_20N,BH_35A,BH_35B,BH_35C,BH_35D,BH_35E,BH_40A,BH_40B,BH_40C,BH_40D,BH_40E,BH_40F,BH_40G,BH_40H,BH_110,BH_115,HHLDSIZC,AGEGRP,IMMIGRNC,SEX,PCHILD,MARSTATC,DWELCODC,PEDUC_LC,PTELEWSC,PEMPSTC,ANXDVGAD,ANXDVSEV,ANXDVGAC,MHDVMHI,PFSCDV,RURURB,PERS_WGT,VERDATE
7338,6,2,2,2,1,4,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,4,3,4,4,3,3,3,3,3,3,3,3,1,1,1,2,1,1,0,3,1,7,9,4,0,0,2,3,0,2,6863.5199,05/06/2020
7339,5,2,2,1,2,2,4,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,4,3,3,4,1,1,9,9,1,1,9,9,1,3,2,4,1,2,0,2,1,2,4,3,8,2,2,1,0,2,3712.3859,05/06/2020
7340,5,2,2,2,1,2,2,2,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,4,3,3,3,1,3,3,3,3,3,1,1,1,5,3,3,1,1,1,1,1,7,3,1,4,1,2,3,0,2,2435.3143,05/06/2020
7341,6,2,2,2,1,5,4,4,4,4,2,2,1,4,1,1,2,1,2,1,1,1,1,1,2,2,2,2,3,4,3,3,4,3,3,3,3,3,1,3,3,2,3,1,6,1,2,0,3,1,7,9,4,14,3,1,1,0,2,448.8946,05/06/2020
7342,3,2,2,2,1,2,2,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,3,4,3,4,3,3,3,3,3,3,3,3,3,1,1,1,7,1,1,0,3,1,6,4,3,1,1,2,3,2,2,4811.6468,05/06/2020
7343,5,2,2,2,1,4,2,2,1,2,1,1,2,1,1,1,2,2,2,1,1,1,1,1,2,2,2,2,1,4,3,4,4,3,3,3,3,3,1,3,3,1,4,1,4,1,1,0,4,1,2,3,1,3,1,2,3,0,2,846.7768,05/06/2020
7344,4,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,3,1,3,3,3,1,1,3,3,1,1,1,3,1,1,0,4,1,6,2,1,6,2,2,3,0,2,8836.8935,05/06/2020
7345,6,2,2,1,2,2,3,1,1,1,1,3,1,1,2,2,2,2,1,1,1,1,1,2,1,1,2,2,3,4,2,3,3,1,3,3,1,3,1,3,1,1,1,3,1,1,1,1,4,1,4,9,4,2,1,2,2,0,2,47897.2556,05/06/2020
7346,2,2,2,2,1,4,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,1,4,2,4,4,3,3,3,3,3,3,3,3,3,4,2,4,1,2,1,2,1,3,3,1,0,0,2,4,0,2,2024.5958,05/06/2020
7347,6,2,1,2,2,1,4,2,2,1,2,1,2,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,3,9,3,3,4,2,3,1,3,1,1,1,1,2,3,2,3,1,1,0,2,4,6,9,4,4,1,2,1,0,2,3139.5108,05/06/2020
7348,3,2,2,2,1,5,2,1,1,1,1,1,2,1,1,2,2,2,2,1,1,1,1,1,2,1,2,2,1,4,2,2,4,3,3,3,3,1,1,3,3,1,4,2,2,1,1,1,1,1,6,1,1,1,1,2,3,0,2,41875.7478,05/06/2020
7349,5,2,2,2,1,4,2,2,2,2,1,1,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,1,4,3,4,4,3,3,3,3,1,1,1,3,3,5,1,3,1,2,0,4,1,6,3,1,4,1,2,3,0,1,1005.5813,05/06/2020
7350,6,2,2,2,1,3,3,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,3,2,3,3,3,3,3,3,1,1,3,3,3,1,4,1,6,1,2,0,4,3,6,9,4,4,1,2,2,0,2,3117.4412,05/06/2020
7351,5,2,2,2,1,4,3,2,2,2,2,2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,2,1,3,3,3,3,3,3,3,3,1,1,1,1,1,2,2,2,1,2,0,2,2,6,2,1,6,2,2,2,0,2,6197.3396,05/06/2020
7352,3,2,2,1,2,3,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,1,2,2,2,2,3,4,3,3,3,3,3,3,3,3,1,3,1,4,4,2,2,1,2,1,1,1,6,4,3,1,1,2,3,0,2,1196.0911,05/06/2020
7353,6,2,2,2,1,4,2,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,3,1,3,3,4,3,3,3,1,1,1,3,3,1,1,1,6,1,2,0,3,4,6,9,4,2,1,2,3,0,2,6027.0181,05/06/2020
7354,4,2,2,2,1,3,3,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,2,1,2,2,1,4,3,4,4,3,3,3,1,1,1,3,1,1,1,2,5,1,2,0,1,1,7,1,1,7,2,2,2,0,2,3636.7044,05/06/2020
7355,6,2,2,2,1,5,4,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,4,1,2,0,3,1,6,9,4,7,2,2,1,0,2,1129.6544,05/06/2020
7356,4,2,2,2,1,4,4,2,2,3,3,2,2,2,1,1,2,2,2,1,1,1,1,1,2,1,2,2,1,4,1,2,4,1,3,3,3,3,3,3,3,1,1,3,5,2,2,0,3,1,6,2,1,9,2,2,1,0,2,1726.4534,05/06/2020
7357,6,2,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,3,4,2,4,4,3,3,3,3,3,1,3,3,3,2,1,6,1,1,0,4,2,2,9,4,1,1,2,4,0,2,8274.9059,05/06/2020
7358,4,2,2,2,1,3,3,2,1,2,2,1,2,1,1,2,2,2,1,1,1,2,1,2,2,1,2,2,1,4,3,3,4,1,3,3,1,1,3,1,1,1,1,3,4,1,1,0,1,4,6,1,1,4,1,2,2,0,2,3931.7761,05/06/2020
7359,5,2,2,2,1,5,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,2,2,3,4,3,3,4,1,3,3,3,3,3,1,3,2,5,3,4,1,1,1,1,1,6,2,1,7,2,2,2,0,2,1823.0533,05/06/2020
7360,6,2,2,2,1,4,3,2,2,2,2,1,2,2,1,1,1,2,1,2,1,1,1,1,1,2,2,2,3,3,3,3,4,3,3,3,1,1,1,3,3,2,2,2,7,2,2,0,1,3,6,9,4,6,2,2,2,0,2,14395.6796,05/06/2020
7361,4,2,2,2,1,4,3,2,1,1,2,1,2,2,1,2,2,2,2,1,1,1,1,1,1,1,2,2,1,4,1,4,4,1,3,3,1,1,1,3,1,1,1,2,5,1,1,0,2,1,7,1,1,4,1,2,2,0,2,4138.4494,05/06/2020
7362,5,2,2,2,1,4,2,2,1,1,2,1,3,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,1,4,2,4,2,1,3,3,1,3,1,3,3,3,3,2,3,2,2,1,1,1,4,2,1,4,1,2,3,0,2,10874.272,05/06/2020
7363,6,2,2,2,1,4,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,3,4,4,3,4,9,9,9,2,3,3,3,9,1,2,1,6,1,2,0,3,3,2,9,4,0,0,2,3,0,2,2740.3017,05/06/2020
7364,4,1,2,2,2,3,1,1,1,1,1,2,1,1,2,2,2,2,1,2,1,2,1,1,2,2,2,2,3,4,3,4,4,2,3,3,3,1,1,3,1,2,3,2,5,1,1,0,1,1,3,4,3,1,1,2,4,0,2,3868.7082,05/06/2020
7365,3,2,1,2,2,2,2,2,1,2,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,3,4,3,4,3,3,3,3,3,1,1,1,3,1,2,2,2,1,1,0,1,1,6,2,1,4,1,2,3,0,2,7416.5328,05/06/2020
7366,6,2,2,2,1,2,3,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,4,2,2,4,3,3,3,3,3,3,3,3,1,1,1,5,1,2,0,3,4,4,9,4,1,1,2,2,0,2,6987.8761,05/06/2020
7367,4,2,2,2,1,4,3,2,2,2,3,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,1,4,3,3,2,3,3,3,1,1,1,3,1,1,3,1,4,1,2,1,3,1,6,1,1,8,2,2,2,0,2,1013.8214,05/06/2020
7368,4,2,2,2,1,2,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,4,3,4,4,3,3,3,1,1,3,3,3,3,4,1,5,1,2,0,3,3,2,3,1,1,1,2,4,3,2,2069.6769,05/06/2020
7369,6,2,2,2,1,3,2,1,2,2,1,2,1,9,1,2,2,2,1,1,1,1,1,1,1,2,1,2,3,4,3,4,3,3,3,3,1,1,1,3,3,3,3,2,6,2,1,0,1,1,2,9,4,99,9,9,3,0,1,7677.9584,05/06/2020
7370,4,2,2,1,2,3,1,1,1,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,4,3,3,4,3,3,3,1,1,1,3,3,1,2,2,5,1,2,0,1,1,4,4,3,1,1,2,4,1,1,1409.314,05/06/2020
7371,3,2,2,2,1,4,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,9,9,9,3,3,3,1,1,1,1,3,3,3,2,5,1,2,0,1,1,4,3,1,0,0,2,3,0,2,2121.0409,05/06/2020
7372,5,2,2,2,1,4,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,1,4,2,2,4,2,3,3,3,1,3,1,3,4,3,1,5,1,1,0,3,2,2,4,3,0,0,2,3,0,2,2196.8305,05/06/2020
7373,6,2,2,1,2,2,3,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,2,2,2,1,4,4,3,4,3,3,3,3,1,1,1,3,1,2,2,5,1,2,0,1,1,5,9,4,0,0,2,2,0,1,2147.1312,05/06/2020
7374,5,2,2,2,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,4,2,3,3,3,3,3,3,3,1,1,2,4,2,2,0,1,1,7,4,2,0,0,2,1,0,1,1166.7031,05/06/2020
7375,6,2,2,2,1,5,3,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,3,4,3,4,4,3,3,3,3,1,1,1,3,3,3,2,5,1,2,0,1,1,3,9,4,7,2,2,2,0,2,2620.0565,05/06/2020
7376,5,2,2,2,1,4,4,2,2,1,2,2,2,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,1,4,3,4,4,1,3,3,3,2,1,3,3,1,1,2,3,1,2,1,1,1,6,2,1,5,2,2,1,0,2,1615.8665,05/06/2020
7377,4,2,2,2,1,4,4,3,3,4,4,3,4,4,1,2,2,2,1,1,1,1,1,2,1,1,2,2,3,4,3,3,4,2,3,3,3,1,3,1,1,1,2,2,3,1,1,1,1,1,2,1,1,18,4,1,1,0,2,6608.2402,05/06/2020
7378,6,2,2,2,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,2,4,1,2,0,1,1,4,9,4,1,1,2,4,2,1,1673.6533,05/06/2020
7379,6,2,2,2,1,4,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,4,3,4,2,3,3,3,3,1,1,3,3,1,1,2,6,1,2,0,1,1,3,9,4,2,1,2,3,0,2,3337.9032,05/06/2020
7380,4,2,2,1,2,5,3,2,4,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,2,2,3,4,3,3,4,3,3,3,3,1,1,3,3,1,2,2,5,1,1,0,1,1,2,2,1,9,2,2,2,2,1,979.7892,05/06/2020
7381,3,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,2,2,2,2,3,4,3,4,4,2,3,3,1,1,1,3,3,2,3,2,6,1,1,0,2,4,4,3,1,6,2,2,3,0,2,2015.9752,05/06/2020
7382,5,2,2,2,1,4,4,3,2,2,2,2,2,2,1,2,2,1,2,1,1,1,1,1,2,1,2,2,1,4,3,4,4,3,3,3,1,2,1,3,3,1,5,1,4,2,2,0,4,2,7,1,1,8,2,2,1,0,2,3487.2761,05/06/2020
7383,6,2,2,2,1,4,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,1,1,3,2,4,2,3,3,3,3,3,3,3,1,2,2,7,2,2,0,1,1,7,9,4,0,0,2,3,0,2,2924.8789,05/06/2020
7384,6,2,2,2,1,2,3,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,1,2,1,4,2,4,2,3,3,3,3,1,1,3,3,1,2,1,6,1,1,0,4,1,5,9,4,3,1,2,2,0,2,3622.8608,05/06/2020
7385,6,2,2,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,2,2,2,3,4,3,3,3,3,3,3,2,3,1,3,3,2,2,1,5,1,1,0,3,1,3,9,4,7,2,2,4,0,2,4081.2592,05/06/2020
7386,6,2,2,2,1,4,2,1,1,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,1,3,3,2,4,3,3,3,1,1,1,3,3,2,2,2,7,2,1,0,1,1,7,9,4,3,1,2,3,0,2,2186.5796,05/06/2020
7387,4,2,2,2,1,5,4,1,1,1,1,1,4,1,1,1,2,2,1,1,1,2,1,1,2,1,2,2,3,4,2,2,4,3,3,3,3,1,1,1,3,4,5,1,2,1,1,0,4,2,7,3,1,3,1,2,1,3,2,2863.9224,05/06/2020
7388,6,2,2,2,1,1,4,3,2,2,2,3,4,4,1,2,2,2,2,2,1,1,1,1,2,2,1,2,3,4,3,9,4,3,3,1,1,1,1,1,3,1,2,3,2,1,1,0,4,1,3,9,4,13,3,1,1,3,2,6754.6974,05/06/2020
7389,6,2,2,2,1,4,2,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,1,2,2,2,3,4,3,4,4,1,3,3,3,3,1,3,3,1,2,2,6,2,1,0,1,2,6,9,4,2,1,2,3,0,2,2489.9515,05/06/2020
7390,6,2,2,1,2,2,5,2,2,3,2,1,4,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,1,4,4,3,4,3,3,3,1,3,3,3,1,1,2,1,1,1,2,1,4,3,1,9,4,8,2,2,0,2,1,1411.2103,05/06/2020
7391,3,2,2,1,2,2,3,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,3,4,3,3,4,1,1,3,1,1,1,3,1,4,5,1,3,1,2,1,3,4,2,3,1,0,0,2,2,2,1,2414.4694,05/06/2020
7392,4,2,2,2,1,4,3,1,1,2,3,1,3,1,2,2,2,2,2,1,1,1,1,2,1,1,2,2,1,4,3,2,2,1,3,3,3,2,1,1,3,2,2,2,2,1,1,0,2,1,6,1,1,5,2,2,2,0,2,2771.9478,05/06/2020
7393,3,2,2,2,1,4,2,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,2,2,3,4,3,4,3,3,3,3,3,1,1,3,3,1,1,2,4,2,1,1,1,3,7,2,1,2,1,2,3,0,2,2522.5326,05/06/2020
7394,5,2,2,1,2,4,2,2,1,2,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,1,1,1,2,1,1,1,1,3,2,4,2,1,2,0,4,1,6,4,3,4,1,2,3,0,2,6296.4485,05/06/2020
7395,6,1,2,2,2,1,3,2,2,2,1,2,1,2,2,1,1,1,2,1,1,1,1,1,2,2,2,2,1,4,4,4,4,1,1,3,3,1,1,3,1,1,2,2,2,1,2,0,2,1,4,9,4,5,2,2,2,0,2,14057.0741,05/06/2020
7396,3,2,2,2,1,3,3,2,2,1,3,2,3,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,4,4,4,4,1,3,1,1,1,1,1,3,1,3,3,3,1,1,1,1,1,3,3,1,7,2,2,2,2,2,6456.9535,05/06/2020
7397,6,2,2,2,1,4,3,2,1,2,2,1,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2,2,3,4,3,3,4,1,3,3,1,3,1,3,1,4,4,2,5,1,2,0,1,1,6,9,4,4,1,2,2,0,2,644.814,05/06/2020
7398,4,2,2,2,1,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,4,4,2,4,4,3,3,3,3,3,3,3,3,2,2,1,5,1,1,0,3,1,3,3,1,0,0,2,4,0,2,2045.0354,05/06/2020
7399,3,2,2,2,1,2,2,1,1,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,2,2,1,4,3,3,4,3,3,3,3,3,1,3,3,1,2,2,4,1,1,1,1,1,6,2,1,1,1,2,3,0,1,3228.3173,05/06/2020
7400,3,2,2,2,1,3,3,2,1,1,2,1,2,2,2,1,2,2,2,2,1,1,1,2,1,2,2,2,1,4,2,2,4,3,3,3,3,1,3,3,3,2,5,1,5,1,2,0,3,1,6,3,1,4,1,2,2,0,1,1382.9709,05/06/2020
7401,5,2,2,2,1,4,3,3,1,1,2,2,1,1,1,2,2,2,1,1,1,1,1,1,2,1,2,2,1,1,3,4,4,3,3,3,3,3,3,3,3,1,2,2,5,1,2,0,2,2,7,2,1,4,1,2,2,0,2,8062.0853,05/06/2020
7402,6,2,2,2,1,3,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,2,1,2,2,4,4,3,4,2,3,3,3,2,3,1,3,3,2,3,1,6,2,1,0,4,1,7,9,4,0,0,2,4,0,2,1205.8633,05/06/2020
7403,4,2,2,2,1,4,4,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,2,2,1,4,3,4,2,3,3,3,3,1,1,3,2,1,1,3,2,1,2,0,4,4,6,1,1,5,2,2,1,0,2,14561.3253,05/06/2020
7404,6,2,2,2,1,1,3,2,2,2,2,4,2,3,1,1,2,2,1,1,1,1,1,1,1,2,2,2,3,4,3,3,4,3,3,3,1,1,1,3,3,2,2,2,5,1,2,0,1,1,2,9,4,10,3,1,2,1,2,4718.5508,05/06/2020
7405,3,2,2,2,1,2,4,2,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,3,4,4,3,3,3,3,3,1,3,3,1,2,1,4,2,1,0,3,2,7,2,1,2,1,2,1,0,2,5116.5997,05/06/2020
7406,6,2,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,4,3,3,4,3,3,3,3,3,3,3,3,1,1,2,5,1,1,0,1,1,3,9,4,0,0,2,4,0,2,2045.6052,05/06/2020
7407,4,2,2,2,1,4,3,3,3,3,3,3,2,3,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,4,3,2,4,3,1,3,1,1,1,3,3,1,1,1,5,1,2,0,3,1,4,1,1,13,3,1,2,0,2,686.8842,05/06/2020
7408,4,2,2,2,1,5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,4,3,2,2,3,3,3,1,1,1,3,3,1,4,1,4,1,2,0,3,4,4,3,1,7,2,2,1,0,2,1676.4633,05/06/2020
7409,4,2,2,2,1,2,3,4,4,4,4,4,4,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,4,3,3,4,3,3,1,1,1,1,3,3,3,3,2,2,2,2,0,2,2,4,1,1,19,4,1,2,3,2,7268.2678,05/06/2020
7410,6,2,2,2,1,4,2,1,1,1,2,1,2,2,1,2,2,2,1,1,1,1,1,1,1,2,2,2,3,4,3,3,4,3,3,3,3,3,1,3,3,1,2,1,6,1,2,0,4,4,4,9,4,3,1,2,3,0,1,1214.0675,05/06/2020
7411,4,1,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,1,2,2,2,1,4,2,4,4,2,3,9,3,3,3,3,3,4,3,1,5,1,2,0,3,1,6,4,3,7,2,2,3,0,1,749.9019,05/06/2020
7412,6,2,2,2,1,4,3,2,3,3,2,3,1,3,2,2,2,2,2,2,1,1,1,1,2,2,2,2,4,4,3,4,4,3,3,3,3,3,3,3,3,1,9,2,6,2,2,0,3,4,2,9,4,10,3,1,2,0,2,5060.6044,05/06/2020
7413,6,2,2,2,1,3,2,1,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,1,4,3,4,2,1,3,3,1,1,1,3,3,3,3,2,6,1,1,0,1,1,4,9,4,3,1,2,3,0,2,2968.5037,05/06/2020
7414,6,2,2,2,1,2,3,1,1,1,2,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,1,4,4,4,4,3,3,3,1,3,3,3,3,1,2,1,4,1,2,0,4,1,6,9,4,1,1,2,2,2,2,2004.7725,05/06/2020
7415,5,2,2,2,1,4,3,2,2,2,1,2,1,1,1,2,2,2,1,2,1,1,1,1,2,1,2,2,1,4,3,2,4,3,3,3,1,3,3,1,1,2,2,2,2,1,1,0,2,3,6,1,1,4,1,2,2,0,2,7861.742,05/06/2020
7416,6,2,2,1,2,1,3,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,4,4,3,4,3,3,3,1,1,1,3,3,1,2,2,4,1,1,1,1,1,2,9,4,7,2,2,2,0,2,7093.3237,05/06/2020
7417,6,2,2,2,1,1,3,2,2,2,2,2,2,3,2,1,1,2,1,1,1,1,1,2,1,2,2,2,3,4,3,3,4,3,3,3,1,1,3,3,2,1,1,3,4,1,2,1,1,1,2,9,4,8,2,2,2,1,2,23262.8848,05/06/2020
7418,6,2,2,2,1,4,4,3,3,3,3,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,4,3,4,4,3,3,3,1,3,1,3,3,2,3,2,2,1,2,1,1,1,6,9,4,12,3,1,1,0,2,2391.1059,05/06/2020
7419,5,2,2,2,1,4,4,3,3,3,3,3,3,3,1,2,2,2,2,1,1,1,1,1,2,1,2,2,1,1,4,4,4,3,3,3,3,1,1,1,3,1,2,1,2,1,1,1,4,1,2,1,1,14,3,1,1,0,2,3900.6141,05/06/2020
7420,6,2,2,2,1,4,3,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,2,2,2,2,2,3,4,3,3,4,1,9,9,3,3,3,3,3,2,9,2,7,1,2,0,1,4,4,9,4,7,2,2,2,0,1,2238.91,05/06/2020
7421,6,2,2,2,1,2,4,3,2,3,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,1,4,3,4,2,3,3,3,3,1,1,3,1,4,4,1,4,1,1,0,4,1,4,9,4,7,2,2,1,9,2,3004.7503,05/06/2020
7422,6,1,2,2,2,1,5,4,4,4,4,4,4,4,1,1,2,2,2,1,1,1,1,1,1,2,2,2,1,4,4,3,4,3,3,3,3,1,1,1,3,1,1,2,1,1,2,0,2,4,6,9,4,21,4,1,0,2,2,4570.7127,05/06/2020
7423,5,2,2,2,1,4,3,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,3,4,3,3,4,3,3,3,3,2,3,1,3,2,3,3,4,1,1,0,1,1,4,2,1,0,0,2,2,0,2,3908.0846,05/06/2020
7424,6,2,2,2,1,4,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,3,4,3,3,3,3,3,3,2,2,1,3,1,2,2,2,5,1,2,0,1,1,4,9,4,0,0,2,3,0,1,2347.5166,05/06/2020
7425,3,2,2,1,2,1,3,2,2,2,2,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,4,3,2,2,3,3,3,3,1,3,3,3,2,2,1,4,2,1,0,3,1,6,1,1,6,2,2,2,0,2,2264.2276,05/06/2020
7426,3,2,2,2,1,5,3,2,2,2,1,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,3,3,3,4,4,3,3,3,3,2,3,3,3,4,5,2,3,1,1,1,1,1,3,3,1,6,2,2,2,0,2,3079.946,05/06/2020
7427,4,2,2,2,1,4,3,4,4,4,4,2,3,4,1,1,2,1,1,1,1,1,1,1,1,2,2,2,3,9,3,4,4,3,3,3,1,1,1,1,3,4,4,2,5,1,2,0,2,1,4,3,1,18,4,1,2,9,2,1739.9312,05/06/2020
7428,1,2,2,2,1,1,4,2,2,2,2,2,3,4,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,4,1,4,4,2,3,3,1,1,1,3,3,1,1,1,5,1,2,0,3,1,2,4,3,10,3,1,1,3,2,697.7583,05/06/2020
7429,5,2,2,2,1,3,3,2,2,2,2,1,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,4,4,2,4,4,3,3,3,2,3,1,1,3,3,5,2,5,1,1,0,1,1,1,3,1,5,2,2,2,0,1,2674.3419,05/06/2020
7430,5,2,2,2,1,4,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,4,4,4,4,4,3,3,3,3,3,3,3,3,2,3,1,5,1,1,0,3,1,3,3,1,0,0,2,4,0,2,1279.6028,05/06/2020
7431,5,2,2,2,1,4,2,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,4,4,2,2,4,3,3,3,3,3,3,3,3,3,3,2,6,2,2,0,1,1,2,1,1,0,0,2,3,0,1,7342.9898,05/06/2020
7432,6,2,2,2,1,4,2,3,1,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,4,3,3,3,3,3,1,3,3,1,4,1,6,2,2,0,4,3,4,9,4,5,2,2,3,0,2,11852.2259,05/06/2020
7433,6,2,2,2,1,4,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,2,2,2,2,3,3,3,4,2,3,3,3,3,1,1,1,3,1,1,1,6,1,1,0,3,2,3,9,4,0,0,2,4,0,2,914.1354,05/06/2020
7434,6,2,2,2,1,3,1,9,9,9,2,9,9,9,1,1,2,2,2,1,1,1,1,1,2,2,2,2,9,9,9,2,2,2,9,9,2,2,2,9,9,1,1,3,6,2,1,1,3,1,1,9,4,99,9,9,4,9,2,37515.425,05/06/2020
7435,6,2,2,1,2,3,3,3,2,2,1,1,3,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,1,4,4,4,4,3,3,3,3,1,3,3,3,1,3,2,3,2,2,1,1,4,7,9,4,6,2,2,2,0,2,15360.5409,05/06/2020
7436,6,2,2,2,1,4,4,2,1,2,3,1,1,2,1,2,2,2,1,1,1,1,2,2,1,2,2,2,2,4,4,2,4,3,3,3,3,3,1,3,3,1,2,1,5,1,1,0,4,4,1,9,4,5,2,2,1,0,1,2115.5524,05/06/2020
7437,4,2,2,2,1,5,2,2,2,2,1,1,2,2,1,2,2,2,1,1,1,1,1,1,2,1,2,2,1,1,3,3,3,3,3,3,3,3,3,3,3,1,1,2,2,1,2,0,2,1,4,1,1,5,2,2,3,0,2,2515.4011,05/06/2020
7438,6,2,2,2,1,4,4,2,1,3,2,1,3,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,4,3,3,3,2,3,3,1,1,1,1,1,1,3,5,1,2,2,1,4,1,1,9,4,6,2,2,1,0,1,113750.3638,05/06/2020
