PUMFID,LM_30,LM_35A,LM35BCDE,LM_35F,LM_35G,LM_40,MH_05,MH_15A,MH_15B,MH_15C,MH_15D,MH_15E,MH_15F,MH_15G,BH_20A,BH_20B,BH_20C,BH_20D,BH_20E,BH_20F,BH_20G,BH_20H,BH_20I,BH_20J,BH_20K,BH_20L,BH_20M,BH_20N,BH_35A,BH_35B,BH_35C,BH_35D,BH_35E,BH_40A,BH_40B,BH_40C,BH_40D,BH_40E,BH_40F,BH_40G,BH_40H,BH_110,BH_115,HHLDSIZC,AGEGRP,IMMIGRNC,SEX,PCHILD,MARSTATC,DWELCODC,PEDUC_LC,PTELEWSC,PEMPSTC,ANXDVGAD,ANXDVSEV,ANXDVGAC,MHDVMHI,PFSCDV,RURURB,PERS_WGT,VERDATE
7237,5,2,2,2,1,4,4,2,1,2,2,1,2,2,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,4,4,4,4,1,3,3,1,1,1,1,3,4,5,1,2,1,2,0,4,3,7,3,1,5,2,2,1,0,2,534.7268,05/06/2020
7238,6,2,2,2,1,4,2,1,1,1,2,1,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,3,4,4,1,4,1,3,1,3,3,1,3,1,1,9,1,6,1,2,0,4,4,6,9,9,2,1,2,3,0,2,6137.1209,05/06/2020
7239,5,2,2,2,1,4,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,4,4,2,2,4,3,3,3,3,3,3,3,3,2,4,3,4,1,1,1,1,1,4,3,1,0,0,2,4,0,2,7031.0337,05/06/2020
7240,3,2,2,2,1,2,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,3,4,3,3,3,3,3,3,3,1,1,1,1,2,2,2,4,1,1,0,1,4,3,3,1,1,1,2,4,0,2,6163.7218,05/06/2020
7241,1,2,2,2,1,5,3,1,1,1,1,1,1,3,1,1,2,2,1,1,1,1,1,1,2,1,2,2,1,4,3,3,4,2,3,3,3,1,1,3,3,1,1,2,6,1,1,0,1,1,6,2,1,2,1,2,2,0,2,6338.558,05/06/2020
7242,5,2,2,2,1,3,2,2,1,1,2,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,3,4,3,3,3,3,3,3,3,1,1,3,3,1,2,2,2,1,2,0,1,1,7,1,1,2,1,2,3,0,2,3043.5632,05/06/2020
7243,4,2,2,2,1,4,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,1,2,2,3,4,4,4,4,3,3,3,3,3,3,3,3,1,1,2,3,2,1,1,1,1,7,2,1,0,0,2,3,0,2,2453.9418,05/06/2020
7244,6,2,2,2,1,4,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,1,1,2,4,3,3,3,3,3,3,3,3,1,1,2,6,1,1,0,1,4,1,9,4,0,0,2,4,9,2,4510.6098,05/06/2020
7245,6,2,2,2,1,5,3,2,1,2,2,1,2,2,1,2,1,2,2,1,1,1,1,1,2,2,1,2,1,4,3,3,4,1,1,3,1,1,1,3,3,1,4,4,5,1,2,0,2,1,2,9,4,5,2,2,2,0,2,34353.3122,05/06/2020
7246,6,2,2,2,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,1,1,2,2,2,2,4,4,4,2,4,9,2,9,9,1,1,9,9,2,2,1,6,1,1,0,3,1,3,9,4,0,0,2,3,0,2,16998.35,05/06/2020
7247,6,1,1,2,2,1,4,2,2,2,2,1,3,3,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,4,4,3,2,3,3,3,3,1,1,1,3,1,2,2,2,2,1,0,4,4,2,9,4,8,2,2,1,0,2,12703.5,05/06/2020
7248,4,2,2,2,1,4,3,2,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,2,2,3,4,3,3,4,3,3,3,1,1,3,3,3,4,5,3,3,1,1,1,1,1,6,3,1,2,1,2,2,0,2,2793.2596,05/06/2020
7249,4,2,2,2,1,2,3,2,2,2,2,2,1,2,1,2,1,2,2,1,1,1,1,1,1,2,1,2,3,3,3,3,3,3,3,3,3,3,1,3,3,1,2,2,3,2,2,1,1,4,6,4,3,6,2,2,2,0,2,11034.9111,05/06/2020
7250,3,2,2,2,1,3,4,3,2,3,2,2,3,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,4,4,4,4,4,3,3,1,2,1,1,1,3,1,1,1,3,1,2,0,4,4,7,1,1,10,3,1,1,0,2,2254.4193,05/06/2020
7251,6,2,2,2,1,3,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,3,1,2,2,4,3,3,3,3,1,1,3,3,2,3,2,7,1,1,0,1,1,6,9,4,0,0,2,4,0,1,1035.8506,05/06/2020
7252,4,2,2,2,1,2,4,4,2,4,3,2,4,4,2,2,2,2,2,1,1,1,1,1,2,2,2,2,3,4,3,4,4,3,3,3,2,1,1,3,3,4,5,4,1,1,2,1,4,4,1,3,1,16,4,1,1,2,2,13768.0708,05/06/2020
7253,6,2,2,2,1,4,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,1,4,2,4,4,1,3,3,3,3,1,3,3,1,1,2,7,1,1,0,1,1,7,9,4,0,0,2,4,0,2,1782.4249,05/06/2020
7254,5,2,2,2,1,4,3,2,1,1,2,1,2,2,2,1,2,2,1,1,1,2,1,1,1,2,2,2,1,4,3,3,3,3,3,3,1,1,1,3,3,3,9,3,2,1,2,0,2,1,2,4,2,4,1,2,2,0,2,16624.4019,05/06/2020
7255,6,2,2,1,2,3,3,1,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,2,2,1,3,3,3,3,3,3,1,1,1,1,3,3,2,2,2,2,1,2,0,4,4,4,9,4,5,2,2,2,0,2,6305.5165,05/06/2020
7256,6,2,2,2,1,5,3,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,9,2,9,4,3,3,3,1,2,1,3,3,1,1,2,6,1,1,0,1,1,3,9,4,5,2,2,2,0,1,3646.1849,05/06/2020
7257,5,2,2,2,1,4,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,2,1,2,2,1,1,2,2,4,9,9,9,9,3,3,3,9,1,1,1,5,2,2,0,4,3,4,2,1,0,0,2,4,0,2,9361.7644,05/06/2020
7258,5,2,2,2,1,4,3,3,3,3,3,3,3,3,1,1,1,2,2,1,2,2,1,1,2,2,2,2,3,9,3,3,9,3,9,3,3,3,3,3,3,2,2,1,3,1,1,1,3,1,4,3,1,14,3,1,2,2,2,931.9898,05/06/2020
7259,6,2,2,2,1,5,2,2,2,2,2,1,2,1,2,1,2,2,1,1,1,1,1,2,2,2,2,2,1,4,3,4,4,3,3,3,3,2,1,3,3,2,3,2,6,1,1,0,1,4,7,9,4,5,2,2,3,0,1,2249.6285,05/06/2020
7260,6,2,2,2,1,4,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,1,4,3,3,4,3,3,3,3,1,1,3,3,1,1,2,6,1,1,0,2,1,7,9,4,0,0,2,3,0,2,12492.4713,05/06/2020
7261,3,2,2,2,1,5,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,1,2,2,1,4,4,2,4,3,3,3,3,3,1,3,3,1,1,4,4,2,2,1,1,4,7,1,1,0,0,2,3,0,2,15300.2395,05/06/2020
7262,4,9,9,9,9,4,2,2,1,2,2,1,2,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,4,4,2,2,4,2,3,1,1,3,3,3,3,4,4,1,3,1,1,0,4,1,4,3,1,4,1,2,3,0,2,1217.8914,05/06/2020
7263,6,2,2,1,2,1,3,4,3,3,2,2,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,9,1,1,1,1,1,2,5,3,2,2,1,0,4,1,4,9,4,10,3,1,2,0,2,11876.1895,05/06/2020
7264,6,2,2,2,1,4,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,1,4,2,4,4,3,3,3,3,3,3,3,3,2,4,1,6,2,1,0,4,1,6,9,4,0,0,2,4,0,2,408.9179,05/06/2020
7265,3,2,2,2,1,3,4,4,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,4,4,4,4,4,3,3,3,1,1,1,1,2,2,4,3,1,1,2,1,4,1,1,3,1,14,3,1,1,0,1,9594.1422,05/06/2020
7266,6,2,2,2,1,5,2,2,9,2,9,9,9,9,1,1,2,2,1,2,1,1,1,2,1,2,2,2,1,1,2,2,4,3,3,3,3,3,1,3,3,1,2,1,7,1,2,0,3,3,7,9,4,99,9,9,3,0,2,1409.0218,05/06/2020
7267,6,2,2,2,1,5,3,2,2,2,2,3,3,1,1,1,2,1,2,1,1,1,1,1,2,2,2,2,1,4,4,4,4,3,3,3,1,1,1,3,3,1,3,2,6,1,1,0,1,1,2,9,4,8,2,2,2,0,2,17343.2925,05/06/2020
7268,6,2,2,2,1,4,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,4,4,4,4,4,3,3,3,3,3,1,3,3,1,1,1,7,1,2,0,3,1,3,9,4,0,0,2,4,0,2,1940.2771,05/06/2020
7269,4,2,2,2,1,1,3,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,2,1,2,2,2,1,4,3,3,4,3,3,1,1,3,1,1,1,2,2,2,3,2,1,1,2,1,6,3,1,1,1,2,2,2,2,5351.6439,05/06/2020
7270,5,2,2,2,1,4,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,4,4,3,4,3,3,3,3,1,3,3,3,2,3,2,6,1,1,0,1,1,2,2,1,1,1,2,4,0,2,2886.6619,05/06/2020
7271,5,2,2,2,1,4,3,2,1,2,1,1,2,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,3,4,3,4,4,2,3,3,2,1,1,3,3,2,3,3,4,1,1,0,1,1,3,3,1,3,1,2,2,0,1,3141.2258,05/06/2020
7272,5,2,2,2,1,4,2,2,1,1,2,1,2,2,1,2,2,1,2,1,1,1,1,1,2,1,2,2,1,1,3,3,4,3,3,3,3,1,1,1,3,1,2,3,1,1,2,0,4,1,2,1,1,4,1,2,3,0,2,2303.6119,05/06/2020
7273,6,2,2,2,1,4,3,2,1,1,9,1,2,1,1,2,2,2,1,2,1,1,1,1,2,2,2,2,1,4,3,4,2,3,3,3,1,3,3,3,3,1,2,2,6,1,2,0,1,1,2,9,4,99,9,9,2,0,1,25103.6251,05/06/2020
7274,3,2,2,1,2,2,2,2,2,1,2,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1,4,4,2,4,3,3,3,3,1,1,3,3,1,1,3,4,2,2,0,1,1,4,4,3,3,1,2,3,0,2,44806.9246,05/06/2020
7275,6,2,2,2,1,2,3,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,3,4,3,4,4,3,3,3,3,1,1,3,3,2,2,2,3,1,2,1,2,1,2,9,4,6,2,2,2,1,1,7947.457,05/06/2020
7276,5,2,2,2,1,4,1,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,1,2,2,1,4,3,4,4,1,3,3,3,1,3,3,3,2,3,2,5,1,1,0,1,1,5,1,1,3,1,2,4,0,2,1440.5429,05/06/2020
7277,5,2,2,2,1,4,3,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,1,1,3,3,1,3,4,5,1,2,1,1,1,6,1,1,7,2,2,2,0,2,4998.2759,05/06/2020
7278,5,2,2,2,1,3,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,1,4,3,3,4,3,3,3,1,1,1,3,3,1,2,3,5,1,2,0,1,1,6,3,1,7,2,2,3,0,2,3071.5253,05/06/2020
7279,5,2,2,2,1,4,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,1,1,2,2,2,2,3,4,3,4,4,3,3,3,3,3,1,3,3,1,1,2,6,1,1,0,1,1,1,3,1,0,0,2,3,0,2,31573.927,05/06/2020
7280,6,2,2,2,1,4,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,1,1,2,2,2,2,3,4,2,2,4,3,3,3,3,1,1,1,1,4,5,3,1,2,1,0,4,1,2,9,4,0,0,2,4,0,2,19972.5968,05/06/2020
7281,4,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,2,2,2,1,4,4,2,4,3,3,3,3,1,1,3,3,1,1,2,5,1,1,0,2,1,6,4,3,0,0,2,3,0,2,3497.5353,05/06/2020
7282,6,2,2,2,1,2,2,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,2,2,2,1,4,2,4,4,3,3,3,3,1,1,3,3,1,2,1,6,1,2,0,3,1,4,9,4,1,1,2,3,0,1,1534.6414,05/06/2020
7283,5,2,2,2,1,4,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,4,2,3,3,3,3,3,3,3,4,4,2,5,1,2,1,1,1,2,3,1,3,1,2,3,0,1,4318.4911,05/06/2020
7284,5,2,2,2,1,4,3,2,2,2,3,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,3,4,3,4,4,3,3,1,1,1,1,3,1,3,3,1,2,1,2,1,3,1,3,1,1,8,2,2,2,0,2,8676.5171,05/06/2020
7285,4,2,2,2,1,3,2,1,1,2,2,1,2,2,1,2,2,2,2,1,1,1,1,1,2,2,2,2,1,4,3,3,4,3,3,3,2,1,1,3,3,1,4,2,2,2,2,0,1,3,6,3,1,4,1,2,3,0,2,14875.8867,05/06/2020
7286,6,2,2,2,1,3,1,1,2,2,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1,1,3,4,4,3,3,3,1,3,1,3,1,1,2,2,7,1,2,0,3,1,3,9,4,3,1,2,4,0,2,5483.9247,05/06/2020
7287,5,2,2,2,1,5,3,2,2,2,2,1,2,2,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,4,3,4,4,3,3,3,1,1,1,3,3,1,2,1,3,1,2,0,4,3,7,3,1,6,2,2,2,0,2,1275.2238,05/06/2020
7288,6,2,2,2,1,4,2,2,1,2,1,1,2,3,1,1,2,2,2,1,1,1,1,1,2,2,2,2,3,1,3,4,4,3,3,3,3,1,1,3,1,1,1,2,6,1,1,0,1,1,7,9,4,5,2,2,3,0,2,3502.2331,05/06/2020
7289,4,2,2,2,1,3,2,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,2,2,1,4,3,3,4,3,9,3,3,3,1,3,3,1,1,3,6,1,1,0,2,1,4,3,1,0,0,2,3,0,2,2048.5602,05/06/2020
7290,4,2,2,2,1,2,2,1,2,2,2,1,2,2,1,1,2,2,1,1,1,1,1,1,2,1,2,2,2,3,4,2,2,3,3,3,3,2,2,3,3,1,1,2,3,2,2,1,1,2,7,2,1,5,2,2,3,1,2,8552.7597,05/06/2020
7291,6,2,2,2,1,4,3,1,1,1,4,4,3,2,1,1,2,2,2,1,1,1,1,1,2,2,2,2,1,4,3,4,4,3,3,3,3,3,3,3,3,1,1,2,6,2,1,0,1,4,4,9,4,9,2,2,2,0,2,5996.6959,05/06/2020
7292,1,2,2,2,1,5,4,2,1,3,3,3,2,1,1,2,2,2,2,1,1,1,1,1,2,1,2,2,1,4,4,4,2,3,3,3,3,1,1,1,3,3,3,1,2,1,1,0,4,2,7,1,1,8,2,2,1,0,2,1387.5987,05/06/2020
7293,3,2,2,2,1,3,2,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,2,3,1,4,2,3,3,3,3,1,1,1,3,3,3,4,3,4,1,1,1,1,4,4,3,1,2,1,2,3,0,2,8675.0573,05/06/2020
7294,5,2,2,2,1,5,2,1,2,1,2,3,1,1,1,2,2,2,1,1,1,1,1,2,1,2,2,2,1,4,2,4,2,1,1,1,1,1,1,1,1,2,2,1,3,1,1,0,4,2,7,3,1,4,1,2,3,1,2,637.9431,05/06/2020
7295,5,2,2,2,1,4,5,3,3,3,2,3,3,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,3,4,4,4,4,1,3,3,1,1,1,3,3,4,5,3,1,1,2,0,2,1,4,3,1,11,3,1,0,0,1,4133.302,05/06/2020
7296,6,2,2,2,1,4,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,4,4,1,4,1,3,3,3,1,3,3,3,1,2,2,7,1,1,0,1,1,7,9,4,0,0,2,3,0,2,1432.047,05/06/2020
7297,5,2,2,2,1,4,2,2,1,1,1,1,2,1,1,2,2,2,2,1,1,1,1,1,2,1,2,2,1,1,3,3,4,3,3,3,1,3,1,3,3,1,1,2,2,1,2,0,1,1,6,1,1,2,1,2,3,0,2,5250.4669,05/06/2020
7298,6,2,2,2,1,3,3,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,3,3,2,3,3,3,3,3,1,1,3,3,1,2,2,6,2,2,0,1,1,4,9,4,5,2,2,2,0,1,6632.5613,05/06/2020
7299,6,2,2,2,1,2,1,3,2,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1,2,2,1,2,1,1,3,3,2,3,3,3,1,1,1,3,3,1,2,2,6,1,1,0,1,2,6,9,4,5,2,2,4,0,2,2355.8447,05/06/2020
7300,5,2,2,2,1,4,3,2,1,2,2,1,2,1,1,2,2,2,1,1,1,1,1,2,2,1,2,2,1,4,3,4,4,3,3,3,1,3,1,3,3,2,2,2,2,1,2,1,1,1,6,1,1,4,1,2,2,1,2,2913.1972,05/06/2020
7301,5,2,2,2,1,4,3,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,3,4,3,3,4,1,3,3,3,3,3,1,3,3,3,2,2,1,1,1,1,1,3,3,1,0,0,2,2,0,2,4707.4287,05/06/2020
7302,6,2,2,2,1,2,3,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,4,2,4,3,3,3,3,1,1,1,3,1,1,1,2,6,1,2,0,2,3,6,9,4,7,2,2,2,0,2,13851.2267,05/06/2020
7303,3,2,2,2,1,2,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,4,4,2,2,4,3,3,3,3,3,3,3,3,1,4,1,2,1,1,0,4,1,1,3,1,1,1,2,4,0,1,1677.2038,05/06/2020
7304,4,2,2,2,1,2,4,2,1,2,3,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,2,3,4,3,4,4,3,3,3,1,1,1,3,1,3,4,1,2,1,1,0,3,1,2,3,1,7,2,2,1,2,1,3821.5167,05/06/2020
7305,6,2,2,2,1,4,3,4,4,4,4,2,2,2,1,1,2,2,1,1,1,1,1,1,1,2,2,2,3,3,3,2,4,3,3,3,1,1,1,3,3,3,3,1,7,1,2,0,3,1,2,9,4,15,4,1,2,0,1,4759.4873,05/06/2020
7306,4,2,2,2,1,4,2,2,1,1,2,2,2,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,3,4,3,4,4,3,3,3,3,3,3,3,3,4,5,2,6,1,2,0,1,1,3,3,1,4,1,2,3,0,2,2783.6958,05/06/2020
7307,4,2,2,2,1,4,2,1,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,2,1,2,4,4,3,4,4,3,3,3,3,1,1,3,3,1,2,2,4,2,2,0,2,1,2,3,1,4,1,2,3,0,2,4292.3117,05/06/2020
7308,5,2,2,2,1,4,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,4,4,4,4,3,3,3,1,3,3,3,3,2,2,2,3,1,2,1,1,1,6,3,1,1,1,2,4,0,2,1835.3894,05/06/2020
7309,4,2,2,2,1,4,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,4,3,4,4,3,3,3,3,3,3,3,3,4,5,2,5,1,1,0,4,1,3,3,1,0,0,2,4,0,2,1856.9107,05/06/2020
7310,5,2,2,2,1,4,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,3,4,3,3,3,3,3,3,1,1,3,3,3,2,3,2,5,1,1,0,1,1,7,1,1,0,0,2,4,0,2,1348.1557,05/06/2020
7311,2,2,2,2,1,2,3,4,3,3,3,2,2,2,2,2,2,2,2,1,2,1,1,1,2,1,2,2,3,4,3,4,4,3,3,3,3,1,3,3,3,1,2,1,3,1,1,0,4,3,2,1,1,12,3,1,2,1,2,13868.0202,05/06/2020
7312,5,2,2,2,1,4,3,4,4,4,4,1,1,2,2,1,2,2,1,1,1,1,1,1,2,1,2,2,1,4,3,3,4,3,3,3,3,3,3,3,3,1,2,1,6,2,1,0,3,1,2,1,1,13,3,1,2,0,2,8160.0926,05/06/2020
7313,5,2,2,2,1,4,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,2,1,2,2,1,4,3,3,1,1,3,3,1,3,1,1,3,2,3,2,2,1,1,0,1,2,6,1,1,1,1,2,4,0,2,11640.9845,05/06/2020
7314,6,2,2,2,1,3,2,1,3,2,3,2,3,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,3,4,3,4,4,3,3,3,3,3,1,3,3,2,3,2,6,1,2,0,1,1,2,9,4,9,2,2,3,0,2,2457.0345,05/06/2020
7315,6,2,2,2,1,5,3,2,2,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,3,4,3,3,4,3,3,3,3,1,1,3,3,3,3,2,5,1,2,0,1,1,2,9,4,6,2,2,2,0,2,4056.9626,05/06/2020
7316,6,2,2,2,1,4,4,2,2,3,2,2,3,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,1,4,3,3,4,1,3,3,1,1,3,3,3,1,3,2,5,1,2,0,1,1,2,9,4,9,2,2,1,0,2,10505.0698,05/06/2020
7317,6,2,2,2,1,4,1,2,1,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,3,4,4,3,3,3,1,1,1,3,3,1,9,2,6,1,2,0,1,1,2,9,4,4,1,2,4,9,2,2370.4824,05/06/2020
7318,6,2,2,1,2,1,3,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,3,4,3,4,3,3,3,3,1,1,1,1,1,4,4,4,1,1,1,1,4,1,2,9,4,6,2,2,2,0,1,65839.5224,05/06/2020
7319,5,2,2,2,1,4,3,1,1,1,1,2,2,2,1,2,2,2,1,1,1,1,1,1,1,2,2,2,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,1,5,1,1,0,3,2,2,3,1,3,1,2,2,2,2,1627.7734,05/06/2020
7320,6,2,2,2,1,2,1,1,1,1,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,4,2,4,4,3,3,3,3,1,1,3,3,2,3,2,6,1,1,0,1,1,6,9,4,2,1,2,4,9,2,1911.1784,05/06/2020
7321,2,2,2,2,1,4,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,3,4,3,3,3,1,3,3,1,3,1,3,3,2,2,2,5,1,2,0,1,1,6,1,1,2,1,2,3,0,2,3673.7507,05/06/2020
7322,6,2,2,2,1,3,2,2,1,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,1,4,1,4,4,3,3,3,3,1,3,3,3,1,3,2,5,1,2,0,2,4,4,9,4,3,1,2,3,0,2,8191.1783,05/06/2020
7323,1,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,3,1,3,1,2,9,3,4,1,2,1,2,1,7,2,1,6,2,2,4,0,2,1856.7197,05/06/2020
7324,6,2,2,2,1,4,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,4,2,4,3,3,3,3,1,1,1,3,3,1,2,3,5,1,1,0,1,4,7,9,4,3,1,2,4,0,2,3509.7354,05/06/2020
7325,4,2,2,2,1,3,3,1,1,1,2,1,2,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,4,2,4,4,3,3,3,3,1,3,9,1,4,5,2,4,1,1,0,1,1,7,3,1,2,1,2,2,0,2,2652.7184,05/06/2020
7326,3,1,2,2,2,4,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,4,4,3,4,3,3,3,3,2,1,1,3,3,1,1,3,4,1,1,1,1,1,2,3,1,0,0,2,4,0,1,12118.8731,05/06/2020
7327,5,2,2,2,1,4,3,2,1,2,2,1,2,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,1,1,4,2,4,3,3,3,3,3,3,3,3,1,3,1,5,2,2,0,3,3,6,3,1,5,2,2,2,3,2,572.8204,05/06/2020
7328,6,2,2,2,1,4,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,3,1,3,3,3,3,3,3,3,1,1,1,1,2,3,2,5,1,2,0,1,4,6,9,4,0,0,2,4,0,2,2619.2701,05/06/2020
7329,5,2,2,2,1,4,4,4,3,3,4,1,2,3,1,1,2,2,1,1,1,1,2,2,2,1,2,2,1,4,3,4,4,3,3,3,1,1,3,1,3,1,2,2,3,1,1,1,1,2,7,1,1,13,3,1,1,0,2,3191.624,05/06/2020
7330,5,2,1,2,2,4,4,3,2,4,4,2,4,2,2,1,2,2,2,1,1,1,1,2,2,1,2,2,1,1,4,4,4,1,3,3,2,1,1,1,3,2,3,2,2,1,2,1,1,2,4,1,1,14,3,1,1,0,2,6787.411,05/06/2020
7331,6,2,2,2,1,3,3,2,1,2,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,1,2,3,3,3,4,4,3,3,3,3,3,3,3,3,1,1,2,6,1,2,0,1,2,5,9,4,4,1,2,2,0,2,5396.5254,05/06/2020
7332,3,2,2,2,1,2,1,1,1,1,1,4,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,4,4,4,3,4,3,3,3,3,3,1,1,3,1,1,4,1,2,1,1,4,1,2,2,1,3,1,2,4,0,2,21384.7363,05/06/2020
7333,4,2,2,2,1,4,4,1,1,2,1,1,3,1,2,2,2,2,2,2,1,2,1,2,1,1,2,2,3,4,3,3,4,1,3,3,3,1,1,1,1,3,4,2,3,1,1,1,1,1,4,1,1,3,1,2,1,0,2,4832.9052,05/06/2020
7334,6,2,2,2,1,2,5,3,3,3,1,2,4,2,1,1,2,2,2,2,2,1,1,1,1,1,2,2,1,1,4,2,4,1,3,1,1,1,1,1,3,2,2,2,1,1,2,0,2,4,2,9,4,11,3,1,0,1,2,2622.268,05/06/2020
7335,5,2,2,2,1,4,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,2,2,2,1,4,4,4,4,1,3,3,1,3,1,3,2,1,2,3,3,1,2,1,1,1,2,2,1,0,0,2,3,0,2,30873.9635,05/06/2020
7336,6,2,2,2,1,5,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,2,2,3,4,3,3,2,2,3,3,2,1,1,3,3,1,1,2,6,1,2,0,1,4,6,9,4,0,0,2,4,0,2,1791.149,05/06/2020
7337,6,2,2,2,1,4,3,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,4,3,3,3,3,3,3,1,1,1,3,3,3,5,2,1,1,2,0,1,2,6,9,4,0,0,2,2,0,2,733.8576,05/06/2020
